"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs12757183-<b>T</b>,"1 x 10-9",,0.802,'-,"0.009 unit increase",[0.007-0.011],ESRRG,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:216747031
rs12025326-<b>G</b>,"2 x 10-8",,0.964,'-,"0.017 unit decrease",[0.011-0.023],RAB3GAP2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:220188455
rs12736932-<b>G</b>,"1 x 10-8",,0.772,'-,"0.008 unit increase",[0.006-0.01],SIPA1L2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:232436292
rs4659704-<b>C</b>,"4 x 10-14",,0.442,'-,"0.009 unit decrease",[0.007-0.011],ACTN2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:236712957
rs277686-<b>C</b>,"4 x 10-9",,0.642,'-,"0.007 unit increase",[0.005-0.009],DNAJC11,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:6687837
rs1193232-<b>G</b>,"3 x 10-10",,0.544,'-,"0.007 unit decrease",[0.005-0.009],CAMTA1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:7490285
rs3820277-<b>G</b>,"5 x 10-16",,0.476,'-,"0.01 unit increase",[0.008-0.012],IGSF21,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:18110163
rs7524140-<b>C</b>,"6 x 10-11",,0.87,'-,"0.012 unit decrease",[0.0081-0.0159],"ADGRB2, COL16A1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:31713660
rs10914684-<b>G</b>,"4 x 10-17",,0.661,'-,"0.01 unit increase",[0.008-0.012],PHC2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:33329971
rs6688223-<b>A</b>,"2 x 10-8",,0.214,'-,"0.009 unit decrease",[0.0051-0.0129],HPCAL4,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:39685996
rs11209838-<b>C</b>,"6 x 10-11",,0.685,'-,"0.008 unit increase",[0.006-0.01],"SCMH1, FOXO6","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:41307285
rs951740-<b>G</b>,"5 x 10-30",,0.383,'-,"0.014 unit decrease",[0.012-0.016],PTPRF,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:43546066
rs571862-<b>C</b>,"6 x 10-20",,0.239,'-,"0.012 unit increase",[0.01-0.014],PTPRF,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:43617439
rs6588376-<b>G</b>,"1 x 10-16",,0.793,'-,"0.012 unit decrease",[0.01-0.014],ELAVL4,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:50136823
rs11587399-<b>A</b>,"8 x 10-14",,0.785,'-,"0.011 unit increase",[0.009-0.013],"HMGB1P45, LINC02808","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:50395399
rs55930348-<b>G</b>,"2 x 10-8",,0.772,'-,"0.008 unit decrease",[0.006-0.01],DAB1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:57428901
rs4912332-<b>C</b>,"2 x 10-11",,0.514,'-,"0.008 unit decrease",[0.006-0.01],DAB1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:58349571
rs12747808-<b>T</b>,"4 x 10-11",,0.836,'-,"0.01 unit decrease",[0.0061-0.0139],"HOOK1, CYP2J2","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:59882674
rs12751178-<b>A</b>,"5 x 10-12",,0.863,'-,"0.012 unit increase",[0.0081-0.0159],"LINC01748, LINC02778","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:60288383
rs332827-<b>G</b>,"3 x 10-17",,0.542,'-,"0.01 unit increase",[0.008-0.012],NFIA,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:61277488
rs7528604-<b>G</b>,"7 x 10-18",,0.558,'-,"0.01 unit increase",[0.008-0.012],PDE4B,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:65941669
rs3795530-<b>G</b>,"1 x 10-10",,0.695,'-,"0.008 unit increase",[0.006-0.01],SGIP1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:66562798
rs12740789-<b>G</b>,"6 x 10-20",,0.803,'-,"0.014 unit increase",[0.01-0.018],"NEGR1, RPL31P12","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:72286390
rs190891254-<b>C</b>,"1 x 10-16",,0.816,'-,"0.013 unit increase",[0.0091-0.0169],LINC02797,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:72814140
rs4274014-<b>C</b>,"1 x 10-21",,0.508,'-,"0.011 unit decrease",[0.009-0.013],"RN7SKP19, KRT8P21","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:73185521
rs1514174-<b>C</b>,"5 x 10-17",,0.436,'-,"0.01 unit increase",[0.008-0.012],"FPGT-TNNI3K, TNNI3K","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:74527379
rs147935091-<b>G</b>,"3 x 10-10",,0.956,'-,"0.019 unit increase",[0.013-0.025],"TYW3, LHX8","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:74987276
rs6688826-<b>T</b>,"1 x 10-13",,0.699,'-,"0.009 unit decrease",[0.007-0.011],"HNRNPA1P64, HMGB1P18","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:80346644
rs56920577-<b>T</b>,"4 x 10-9",,0.779,'-,"0.008 unit decrease",[0.006-0.01],"ADGRL2, LINC01362","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:82334656
rs2421552-<b>C</b>,"2 x 10-9",,0.774,'-,"0.009 unit decrease",[0.007-0.011],ALMS1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:73531676
rs828867-<b>G</b>,"4 x 10-15",,0.472,'-,"0.009 unit decrease",[0.007-0.011],TET3,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:74107335
rs6750737-<b>G</b>,"9 x 10-9",,0.75,'-,"0.008 unit decrease",[0.006-0.01],LRRTM4,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:77106881
rs72810657-<b>G</b>,"1 x 10-8",,0.689,'-,"0.008 unit decrease",[0.006-0.01],"CYCSP6, RNU6-827P","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:78563010
rs1897784-<b>C</b>,"5 x 10-9",,0.399,'-,"0.007 unit decrease",[0.005-0.009],CTNNA2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:79269432
rs55803020-<b>C</b>,"8 x 10-14",,0.745,'-,"0.01 unit increase",[0.008-0.012],CTNNA2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:80465766
rs10179482-<b>G</b>,"3 x 10-8",,0.516,'-,"0.006 unit decrease",[0.004-0.008],"CTNNA2, ANKRD11P1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:80777501
rs2367237-<b>T</b>,"2 x 10-9",,0.575,'-,"0.008 unit decrease",[0.006-0.01],"KDM3A, U8","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:86412304
rs72819186-<b>C</b>,"5 x 10-14",,0.884,'-,"0.014 unit increase",[0.01-0.018],AFF3,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:100169490
rs266058-<b>C</b>,"2 x 10-38",,0.528,'-,"0.016 unit increase",[0.014-0.018],"TMEM182, CRLF3P1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:103469970
rs12621166-<b>C</b>,"2 x 10-13",,0.552,'-,"0.009 unit increase",[0.007-0.011],LINC01965,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:103988125
rs62155873-<b>C</b>,"3 x 10-8",,0.877,'-,"0.01 unit decrease",[0.0061-0.0139],"FHL2, C2orf49","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:105352905
rs7581524-<b>C</b>,"1 x 10-9",,0.716,'-,"0.008 unit decrease",[0.006-0.01],"VINAC1P, TTL","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:112476739
rs780024-<b>T</b>,"8 x 10-9",,0.652,'-,"0.007 unit decrease",[0.005-0.009],CNTNAP5,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:124295419
rs34096939-<b>C</b>,"3 x 10-10",,0.774,'-,"0.01 unit increase",[0.0061-0.0139],"MGAT5, RN7SKP93","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:133984090
rs4954158-<b>T</b>,"2 x 10-9",,0.339,'-,"0.007 unit increase",[0.005-0.009],TMEM163,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:134669048
rs10205354-<b>A</b>,"2 x 10-12",,0.424,'-,"0.008 unit decrease",[0.006-0.01],THSD7B,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:136792314
rs1448917-<b>G</b>,"1 x 10-9",,0.607,'-,"0.007 unit decrease",[0.005-0.009],THSD7B,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:137552580
rs10496949-<b>G</b>,"8 x 10-10",,0.418,'-,"0.007 unit increase",[0.005-0.009],ARHGAP15,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:143395775
rs2162571-<b>G</b>,"3 x 10-14",,0.175,'-,"0.011 unit increase",[0.009-0.013],"LINC01412, TEX41","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:144611285
rs10427255-<b>C</b>,"3 x 10-26",,0.473,'-,"0.012 unit increase",[0.01-0.014],"RPL6P5, METAP2P1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:145367955
rs289848-<b>T</b>,"2 x 10-10",,0.508,'-,"0.007 unit increase",[0.005-0.009],"LINC02612, FABP5P10","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:151168375
rs2652446-<b>C</b>,"4 x 10-12",,0.479,'-,"0.008 unit decrease",[0.006-0.01],KCNJ3,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:154798245
rs3769983-<b>G</b>,"2 x 10-17",,0.521,'-,"0.01 unit decrease",[0.008-0.012],"TANK-AS1, TANK","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:161137872
rs67453060-<b>C</b>,"1 x 10-12",,0.758,'-,"0.01 unit decrease",[0.008-0.012],"PRPS1P1, FIGN","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:164052054
rs4659805-<b>G</b>,"2 x 10-12",,0.391,'-,"0.008 unit decrease",[0.006-0.01],RYR2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:237696455
rs3008657-<b>G</b>,"3 x 10-12",,0.338,'-,"0.009 unit decrease",[0.007-0.011],"LINC02774, AKT3","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:243860365
rs6711254-<b>G</b>,"2 x 10-22",,0.173,'-,"0.015 unit decrease",[0.011-0.019],"LINC01875, TMEM18","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:624210
rs1117894-<b>G</b>,"5 x 10-8",,0.273,'-,"0.007 unit increase",[0.005-0.009],"LINC01871, LINC00298","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:7856230
rs1022376-<b>T</b>,"6 x 10-12",,0.473,'-,"0.008 unit increase",[0.006-0.01],"LINC01822, RN7SL117P","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:21844341
rs4074442-<b>G</b>,"1 x 10-22",,0.603,'-,"0.012 unit decrease",[0.01-0.014],"RNA5SP87, RN7SL117P","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:22331242
rs13418451-<b>C</b>,"8 x 10-11",,0.479,'-,"0.008 unit increase",[0.006-0.01],LINC01830,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:22427316
rs1653771-<b>G</b>,"4 x 10-9",,0.467,'-,"0.007 unit increase",[0.005-0.009],KLHL29,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:23511104
rs176413-<b>G</b>,"4 x 10-18",,0.445,'-,"0.01 unit decrease",[0.008-0.012],BIRC6,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:32421779
rs4280439-<b>C</b>,"2 x 10-8",,0.395,'-,"0.007 unit decrease",[0.005-0.009],"SMIM7P1, MIR548AD","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:35432825
rs759362-<b>T</b>,"2 x 10-8",,0.476,'-,"0.007 unit decrease",[0.005-0.009],SLC8A1-AS1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:40061447
rs62137124-<b>T</b>,"3 x 10-18",,0.882,'-,"0.016 unit increase",[0.012-0.02],"LRPPRC, RNU6-566P","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:44021425
rs1004787-<b>G</b>,"1 x 10-32",,0.467,'-,"0.014 unit decrease",[0.012-0.016],LINC01833,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:44931952
rs7562367-<b>G</b>,"1 x 10-9",,0.329,'-,"0.007 unit increase",[0.005-0.009],"FBXO11, MSH6","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:47805474
rs11125268-<b>G</b>,"1 x 10-10",,0.692,'-,"0.008 unit increase",[0.006-0.01],"RNU6-439P, RPL7P13","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:49654470
rs10490159-<b>C</b>,"1 x 10-12",,0.601,'-,"0.008 unit decrease",[0.006-0.01],NRXN1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:51114121
rs72808453-<b>A</b>,"4 x 10-8",,0.918,'-,"0.011 unit decrease",[0.0071-0.0149],VRK2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:57941204
rs10490091-<b>A</b>,"5 x 10-13",,0.866,'-,"0.012 unit increase",[0.0081-0.0159],LINC01122,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:58654736
rs767012-<b>C</b>,"2 x 10-8",,0.176,'-,"0.008 unit increase",[0.0041-0.0119],"RNU6-508P, LINC01793","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:59532004
rs7598185-<b>C</b>,"4 x 10-10",,0.684,'-,"0.008 unit increase",[0.006-0.01],"MIR4432HG, RNA5SP94","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:59725124
rs1344293-<b>G</b>,"2 x 10-22",,0.477,'-,"0.012 unit decrease",[0.01-0.014],"RNA5SP94, MIR4432HG","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:59906023
rs2668733-<b>C</b>,"9 x 10-29",,0.365,'-,"0.014 unit decrease",[0.012-0.016],"MIR4432HG, RNA5SP94","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:60259881
rs10184550-<b>G</b>,"4 x 10-12",,0.44,'-,"0.008 unit increase",[0.006-0.01],BCL11A,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:60502159
